DMU,Month,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Hour0,Hour1,Hour2,Hour3,Hour4,Hour5,Hour6,Hour7,Hour8,Hour9,Hour10,Hour11,Hour12,Hour13,Hour14,Hour15,Hour16,Hour17,Hour18,Hour19,Hour20,Hour21,Hour22,Hour23,Authors,Topics,Asent_Sentiment,Textblob_Sentiment,Textblob_Subjectivity,Engagement,Total_Reach,Organic_Reach,Paid_Reach,Viral_Reach,Engaged_Users,Engaged_Page_Fans,Other_Engaged_Users,Fan_Reach,Consumptions,Link_Clicks,Photo_Views,Video_Plays,Other_Clicks,Total_Engagement,Likes,Comments,Shares,Total_Impressions,Organic_Impressions,Paid_Impressions,Viral_Impressions,Stories,Story_Likes,Story_Comments,Story_Shares
1421,11,0,1169,0,0,0,0,0,0,0,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,letters editor,opinion,1169,1004,623,6,54429,38885,0,16535,2398,1910,488,38925,2618,961,0,0,1117,791,613,102,76,86478,64166,0,22312,874,662,164,48
1422,11,0,660,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,janet mcconnaughey,nation-world,660,1000,0,5,29940,28578,0,1386,1189,1126,63,28530,1412,762,0,0,465,76,59,6,11,47812,45727,0,2085,120,66,43,11
1423,11,0,897,0,0,0,0,0,0,0,0,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,andrea chang,nation-world,897,1166,283,2,16147,15707,0,468,194,186,8,15575,229,66,0,0,125,39,22,13,4,26814,26068,0,746,43,22,19,2
1424,11,0,1000,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geoff baker,sports,1000,1000,0,3,17675,16041,0,1621,464,414,50,16018,494,312,0,0,133,76,57,5,14,25648,23296,0,2352,78,62,8,8
1425,11,0,1361,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,larry stone,sports,1361,1100,250,5,10021,9126,0,872,435,393,42,8988,321,88,0,0,164,229,201,16,12,16135,14870,0,1265,238,204,24,10
1426,11,0,1000,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bob condotta,sports,1000,1000,100,5,32797,27803,0,5231,1266,1126,140,27878,810,166,1,0,483,711,644,38,29,55260,48255,0,7005,728,661,46,21
1427,11,0,1440,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matt calkins,sports,1440,1500,500,5,46560,33428,0,12465,1815,1297,518,33448,1934,643,0,0,906,511,393,75,43,75495,56891,0,18604,648,468,151,29
1428,11,0,704,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lynn thompson,seattle-news,704,1214,428,2,12217,12165,0,69,204,202,2,12057,212,111,0,0,84,18,17,1,0,18954,18855,0,99,23,17,6,0
1429,11,0,598,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bob condotta,sports,598,1000,0,6,63580,35177,350,28341,3126,1470,1656,35241,3121,1943,1,0,923,560,488,43,29,100056,57507,365,42184,571,502,49,20
1430,11,0,1566,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jayson jenks,sports,1566,1300,350,5,58253,38383,0,21047,2552,1751,801,38314,1905,662,0,0,917,1201,1115,50,36,93519,64283,0,29236,1243,1144,72,27
1431,11,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bob condotta,sports,1000,1000,0,3,26205,23686,0,1756,632,597,35,23715,443,205,0,0,173,311,288,13,10,42151,39705,0,2446,316,293,17,6
1432,11,0,1000,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sean quinton,sports,1000,1000,0,5,70144,36666,584,32311,2959,1758,1201,36755,2009,866,0,0,847,1579,1478,57,44,108336,60023,589,47724,1666,1555,75,36
1433,11,0,797,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,geoff baker,sports,797,1000,0,6,5900,5213,0,734,260,245,15,5227,287,132,0,0,111,63,44,8,11,9558,8315,0,1243,68,47,11,10
1434,11,0,1636,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle times staff,sports,1636,2000,300,4,27451,23053,0,4211,814,700,114,22960,569,122,0,0,308,444,407,22,15,43414,37511,0,5903,468,421,36,11
1435,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,paul barrett,sports,1000,1000,0,3,35736,26356,0,10523,1185,895,290,26305,473,158,0,0,263,758,708,6,44,58367,42857,0,15510,855,803,20,32
1436,11,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,adam jude,sports,1250,1000,0,3,15908,15555,0,459,337,317,20,15301,355,174,0,0,134,68,63,4,1,24286,23669,0,617,70,64,5,1
1437,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,paul barrett,sports,1000,1000,0,2,22157,20397,0,1789,470,433,37,20245,193,73,0,0,101,311,299,3,9,34405,31838,0,2567,316,308,3,5
1438,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,bob condotta,sports,1000,1000,0,2,16087,15272,0,878,315,285,30,15100,318,123,1,0,154,69,47,12,10,25890,24610,0,1280,80,55,17,8
1439,11,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,bob young,seattle-news,473,1000,0,7,35416,33194,0,2815,1872,1758,114,33030,2352,1376,1,0,706,62,38,6,18,60557,55999,0,4558,81,46,25,10
1440,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,mike carter,crime,1000,1000,0,8,74512,50978,1207,24247,4391,2780,1611,51640,5192,2704,1,0,1682,511,357,61,93,126790,89522,1203,36065,725,505,153,67
1442,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,danny westneat,seattle-news,1000,1000,0,4,26860,24040,0,2880,627,550,77,24148,844,253,0,0,347,152,114,20,18,42210,37855,0,4355,186,124,49,13
1443,11,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,jack broom,seattle-news,1250,1500,500,2,8558,7841,0,769,145,114,31,7792,94,49,0,0,40,48,41,1,6,12945,11789,0,1156,73,67,2,4
1444,11,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,lynda v. mapes,seattle-news,1350,1000,0,3,20321,18058,0,2431,573,312,261,17929,439,198,0,0,180,128,75,2,51,30827,26948,0,3879,339,224,90,25
1445,11,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,coral garnick,seattle-news,1726,1250,500,5,82819,43110,0,38483,3455,2144,1311,43294,2836,620,4,0,1164,1698,1384,73,241,125419,68973,0,56446,2415,1961,307,147
1447,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,melinda deslatte,nation-world,1000,1250,333,4,32682,27835,0,5663,886,764,122,27577,802,277,1,0,349,355,313,18,24,50735,43121,0,7614,411,349,45,17
1448,11,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,esther htusan,nation-world,1000,1100,400,2,13691,13391,0,375,176,164,12,13115,195,94,1,0,82,18,10,0,8,21517,20902,0,615,24,10,8,6
1449,11,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stefanie loh,sports,809,937,187,8,59338,50521,228,8699,3532,3014,518,50465,4531,2408,0,0,1547,175,131,28,16,95978,83798,233,11947,225,150,59,16
1450,11,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the seattle times editorial board,opinion,1226,1000,0,2,13263,13087,0,145,215,214,1,12798,265,95,0,0,131,19,13,5,1,21399,21200,0,199,24,17,6,1
1451,11,822,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patrick healy,nation-world,822,800,750,3,12611,12286,0,292,238,226,12,12067,330,42,0,0,162,65,37,24,4,20432,20052,0,380,96,39,54,3
1452,11,1599,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scott collins,nation-world,1599,1000,0,4,20328,19919,0,460,624,607,17,19752,741,270,1,0,359,44,34,8,2,32892,32246,0,646,47,35,11,1
1454,11,1271,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bob condotta,sports,1271,1450,750,2,15019,14263,0,730,299,278,21,14137,261,96,2,0,130,113,81,16,16,23957,22867,0,1090,123,96,17,10
1455,11,192,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,daniel beekman,politics,192,892,205,3,16650,15446,0,1277,319,281,38,15320,372,94,0,0,197,66,44,13,9,26944,24993,0,1951,94,57,29,8
1456,11,1361,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matt calkins,sports,1361,1200,500,3,14461,13801,0,686,347,299,48,13625,355,169,0,0,139,69,64,2,3,23024,21990,0,1034,77,73,4,0
1457,11,1000,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dominic gates,business,1000,1500,900,4,34384,31745,0,2347,1214,1073,141,31619,1322,955,3,0,284,96,86,2,8,55401,51887,0,3514,104,93,5,6
1459,11,1127,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mike carter,crime,1127,1500,700,6,48781,42902,378,6049,2207,1806,401,42777,2862,1537,1,0,883,239,198,15,26,80576,71261,387,8928,320,243,59,18
1460,11,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,bob condotta,sports,1000,1000,66,4,30619,27534,0,3397,1053,883,170,27280,1123,581,1,0,420,150,121,16,13,50743,45944,0,4799,157,126,22,9
1461,12,0,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,rob owen,entertainment,1631,1300,200,4,27367,25188,0,2044,925,813,112,25133,1151,531,0,0,449,97,84,9,4,44425,41539,0,2886,110,88,18,4
1462,12,0,0,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,david brewster,opinion,1584,1050,258,1,13584,13080,0,385,130,125,5,13011,139,71,0,0,51,24,18,1,5,21703,21114,0,589,25,18,2,5
1463,12,0,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,0,melissa davis,entertainment,880,1283,549,4,34644,30049,0,4469,1141,1021,120,29942,1264,837,1,0,281,175,122,27,26,57456,50552,0,6904,204,139,37,28
1464,12,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,0,0,bob condotta,sports,1292,1075,562,4,29656,23564,0,5890,977,809,168,23478,458,175,0,0,205,658,593,14,51,47675,39507,0,8168,707,625,26,56
1465,12,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,lewis kamb,seattle-news,1226,916,83,4,17905,17651,0,342,480,459,21,17543,619,236,0,0,284,23,14,7,2,29125,28598,0,527,33,16,15,2
1466,12,0,0,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,seattle times staff,life,1378,1125,625,1,8058,7906,0,118,97,93,4,7795,96,67,0,0,25,10,7,0,3,13261,13062,0,199,11,7,1,3
1467,12,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,stefanie loh,sports,750,1000,0,4,28162,21482,0,6421,797,527,270,21543,800,379,1,0,286,213,172,10,31,45048,35270,0,9778,296,226,38,32
1468,12,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,0,0,0,0,ben stocking,education-lab,1255,1236,513,2,14341,13404,0,855,201,171,30,13319,176,87,0,0,62,64,49,2,13,22759,21303,0,1456,81,62,6,13
1469,12,0,0,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,0,0,0,jim brunner,politics,1137,1133,266,2,9927,9680,0,166,115,112,3,9635,164,60,0,0,59,19,10,7,2,16023,15775,0,248,23,10,11,2
1470,12,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,seattle times staff,transportation,1000,1000,0,3,25852,21038,0,4635,568,475,93,21198,536,195,0,0,216,218,173,16,29,40908,33734,0,7174,262,202,31,29
1471,12,0,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,jim riley,sports,1202,1250,300,6,68800,40460,302,28184,3776,2216,1560,40821,3827,2552,1,0,863,585,464,36,85,110986,68920,307,41759,867,687,94,86
1472,12,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,nicole brodeur,seattle-news,523,600,600,4,20245,18292,0,1995,577,529,48,18277,763,193,0,0,359,141,58,74,9,32082,29280,0,2802,165,60,96,9
1473,12,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,mike lindblom,transportation,1700,1700,600,6,61549,46217,110,14440,3041,2118,923,46153,3765,1503,1,0,1637,271,104,92,75,102673,79482,118,23073,452,189,186,77
1474,12,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,samantha masunaga,nation-world,1000,1000,125,2,12995,12744,0,174,229,224,5,12581,255,116,0,0,98,37,26,8,3,19535,19301,0,234,41,28,10,3
1475,12,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,ken lambert,seattle-news,1000,1136,454,4,29698,27769,0,2036,917,857,60,27757,1009,588,0,0,334,129,111,5,13,46750,43653,0,3097,138,115,10,13
1476,12,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle times staff,entertainment,1458,1500,750,1,7494,7428,0,81,64,61,3,7289,71,40,0,0,23,4,3,1,0,11883,11787,0,96,7,3,4,0
1477,12,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tricia romano,entertainment,1000,833,166,4,39497,35277,0,3549,1282,1145,137,35133,1321,834,0,0,400,120,97,9,14,62248,57119,0,5129,149,109,25,15
1478,12,0,0,1101,0,0,0,0,0,0,0,0,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jay greene,business,1101,1091,358,5,34983,29328,0,6282,1256,1081,175,29237,1470,634,1,0,561,238,197,8,33,56520,47556,0,8964,277,206,36,35
1480,12,0,0,987,0,0,0,0,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mark yuasa,sports,987,1160,540,5,200369,63000,4597,138711,9138,3751,5387,65474,6208,3376,3,0,1905,3604,2720,82,802,333719,104933,4562,224224,5773,4518,441,814
1481,12,0,0,1000,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle times news services,life,1000,1000,0,3,21659,21057,0,754,492,474,18,20899,520,380,1,0,91,58,41,4,13,33962,32822,0,1140,63,44,4,15
1483,12,0,0,1000,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hugh millen,sports,1000,750,250,4,27815,22030,0,5688,854,699,155,21881,520,296,2,0,190,467,439,7,21,41883,34237,0,7646,472,443,7,22
1484,12,0,0,922,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the seattle times editorial board,opinion,922,1080,270,2,17213,15706,0,1349,287,254,33,15587,312,96,2,0,162,72,56,6,10,26288,24151,0,2137,79,58,11,10
1485,12,0,0,1057,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soren andersen,entertainment,1057,1300,100,4,25286,23475,0,2025,721,686,35,23291,800,429,1,0,255,109,94,6,9,40517,37754,0,2763,121,101,11,9
1486,12,0,0,721,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,seattle times staff,entertainment,721,1000,0,1,9032,8906,0,118,83,78,5,8678,75,40,0,0,28,20,19,0,1,14386,14226,0,160,21,19,0,2
1487,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,daniel beekman,politics,1000,1000,0,3,61378,49978,0,11863,1436,977,459,25805,1506,444,0,0,646,478,370,29,79,100409,80907,0,19502,682,464,136,82
1488,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,mike lindblom,transportation,1000,1187,625,4,36580,29834,0,6958,1279,945,334,29847,1346,593,0,0,542,248,160,33,55,59917,49289,0,10628,401,260,86,55
1489,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,"steve miletich, mike carter",crime,1000,1066,333,6,42980,36792,0,5747,1739,1507,232,36649,2340,993,0,0,864,164,108,18,38,69917,61778,0,8139,203,122,37,44
1490,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,jayson jenks,sports,1000,700,600,4,25539,21671,0,4315,931,813,118,21492,519,218,0,0,229,556,518,13,25,41849,35986,0,5863,569,527,17,25
1491,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,seattle times news services,life,1000,1068,227,2,21135,19470,0,1643,453,419,34,19723,468,331,0,0,89,76,45,1,30,33469,31092,0,2377,83,51,2,30
1492,12,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,erik lacitis,education,631,500,666,3,19891,18834,0,1023,409,366,43,18612,479,239,0,0,182,47,32,11,4,31037,29569,0,1468,54,35,15,4
1493,12,0,1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,0,0,0,matt calkins,sports,1718,1416,500,4,32270,27309,0,4616,1016,869,147,27107,860,489,0,0,275,326,296,18,12,50332,44228,0,6104,332,301,18,13
1494,12,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,bob condotta,sports,1154,1171,457,4,27818,24980,0,2811,837,769,68,24744,716,430,1,0,209,278,258,7,13,45489,41811,0,3678,283,262,8,13
1496,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,bob condotta,sports,1000,993,581,6,42619,37000,415,6096,2124,1867,257,36536,2485,1390,2,0,689,242,198,26,18,73540,65037,418,8085,272,203,51,18
1497,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,evan bush,transportation,1000,1000,0,2,16337,15972,0,409,310,309,1,15825,341,131,2,0,157,46,34,5,7,25369,24743,0,626,46,34,5,7
1498,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,0,ed guzman,sports,1000,700,400,5,91366,46047,1370,45641,4291,2068,2223,46087,3866,2196,2,0,1264,1072,947,25,100,147547,81034,1400,65113,1260,1122,35,103
1499,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,bob payne,entertainment,1000,1000,0,8,18922,8783,0,10344,1173,664,509,9200,1103,480,1,0,419,351,257,20,74,38406,17955,0,20451,667,461,131,75
1500,12,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,seth borenstein,nation-world,1458,900,0,2,19826,18870,0,928,359,338,21,18681,370,146,0,0,175,82,61,8,13,29415,27999,0,1416,90,64,12,14
1501,12,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,kelvin chan,nation-world,1000,1136,454,1,8825,8735,0,90,85,85,0,8533,96,47,0,0,34,11,7,0,4,13850,13685,0,165,12,8,0,4
1502,12,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,john lok,seattle-news,375,1000,0,6,35105,28800,0,6419,1290,1091,199,28737,1496,534,0,0,553,437,353,57,27,55386,46476,0,8910,622,390,204,28
1503,12,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dan joling,nation-world,871,1500,500,3,21369,20275,0,1114,511,481,30,20146,591,143,0,0,347,80,45,14,21,32890,31214,0,1676,98,48,29,21
1504,12,0,442,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,julie creswelland andrew pollack,business,442,1000,66,8,52623,47551,0,5259,2851,2598,253,47413,3804,1485,0,0,1730,155,46,78,31,87906,79865,0,8041,223,62,130,31
1506,12,0,244,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jennifer sullivan,crime,244,750,888,6,51246,42524,6812,1698,2487,1943,544,42367,2970,1972,2,0,706,56,29,15,12,80601,71004,6836,2761,124,71,39,14
1508,12,0,707,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jonel aleccia,health,707,900,378,8,60921,48373,1386,11154,3961,3001,960,48557,4530,3019,2,0,1088,253,181,13,59,102363,82828,1425,18110,380,265,57,58
1509,12,0,1000,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,larry stone,sports,1000,1285,535,4,39201,32429,0,6935,1444,1168,276,32342,1401,909,0,0,309,315,297,4,14,64541,55180,0,9361,325,305,6,14
1510,12,0,1202,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jayson jenks,sports,1202,1000,1000,5,45811,33054,0,14298,1880,1466,414,32892,1215,365,2,0,604,1122,1046,37,39,72718,53620,0,19098,1175,1080,56,39
1512,12,0,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jayson jenks,sports,1000,1000,0,6,54417,41653,522,12950,2580,1897,683,41497,2835,1670,6,0,857,437,377,17,43,89835,70570,538,18727,504,413,48,43
1514,12,0,922,0,0,0,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,paul barrett,sports,922,1254,425,3,24993,21424,0,3355,723,658,65,21355,311,115,3,0,164,482,460,3,19,40425,35765,0,4660,494,472,3,19
1515,12,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,bob condotta,sports,1000,1000,0,5,128089,53584,1664,75591,5918,3154,2764,53946,4116,2294,3,0,1266,2583,2386,24,173,201055,91513,1680,107862,3015,2775,64,176
1516,12,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,bob condotta,sports,1000,1000,0,7,50813,42183,0,9119,2566,2161,405,42021,2939,1256,0,0,1145,454,352,58,44,82345,68916,0,13429,553,383,124,46
1517,12,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,the associated press,nation-world,1361,912,284,2,12273,12066,0,199,194,187,7,11935,196,76,0,0,90,38,25,10,3,19774,19483,0,291,48,30,15,3
1518,12,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,sean quinton,sports,948,1000,750,6,88329,49616,710,37387,4150,2637,1513,49655,3474,2135,0,0,928,1440,1343,28,69,137045,85659,702,50684,1510,1389,52,69
1519,12,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,seattle times staff,seattle-news,645,500,1000,3,26989,25351,0,1959,643,560,83,25189,702,385,0,0,219,107,72,8,27,43055,40042,0,3013,135,83,24,28
1520,12,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,bob condotta,sports,1190,1000,100,4,24453,21439,0,3365,822,741,81,21294,433,180,0,0,173,526,503,7,16,40326,35910,0,4416,535,508,11,16
1522,12,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,paul barrett,sports,1000,1000,0,4,49898,33390,0,16565,1862,1422,440,33412,941,446,2,0,344,1176,1110,13,53,79557,56190,0,23367,1234,1158,20,56
1523,12,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,tyrone beason,seattle-news,1000,1000,0,4,51084,34889,0,15723,1675,1242,433,35168,1533,681,5,0,654,570,175,9,386,83071,56504,0,26567,721,264,55,402
1524,12,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,bob condotta,sports,607,600,400,4,28626,25062,0,3941,914,826,88,25564,877,239,1,0,483,253,204,28,21,46673,40837,0,5836,292,220,50,22
